Type,Year,Qtr,Adoption,Order_type,Adopter,Adopted_child_sex,Adopted_child_age,Count
Application,2012,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,116
Application,2012,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,94
Application,2012,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,166
Application,2012,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,146
Application,2013,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,231
Application,2013,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,259
Application,2013,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,272
Application,2013,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,242
Application,2014,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,314
Application,2014,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,335
Application,2014,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,283
Application,2014,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,287
Application,2015,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,342
Application,2015,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,309
Application,2015,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,302
Application,2015,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,289
Application,2016,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,278
Application,2016,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,241
Application,2016,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,173
Application,2016,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,154
Application,2017,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,174
Application,2017,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,159
Application,2017,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,142
Application,2011,1,Non-adoption,Contact_s26,n/a,n/a,n/a,7
Application,2011,2,Non-adoption,Contact_s26,n/a,n/a,n/a,15
Application,2011,3,Non-adoption,Contact_s26,n/a,n/a,n/a,6
Application,2011,4,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Application,2012,1,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Application,2012,2,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Application,2012,3,Non-adoption,Contact_s26,n/a,n/a,n/a,10
Application,2012,4,Non-adoption,Contact_s26,n/a,n/a,n/a,4
Application,2013,1,Non-adoption,Contact_s26,n/a,n/a,n/a,15
Application,2013,2,Non-adoption,Contact_s26,n/a,n/a,n/a,9
Application,2013,3,Non-adoption,Contact_s26,n/a,n/a,n/a,7
Application,2013,4,Non-adoption,Contact_s26,n/a,n/a,n/a,9
Application,2014,1,Non-adoption,Contact_s26,n/a,n/a,n/a,9
Application,2014,2,Non-adoption,Contact_s26,n/a,n/a,n/a,3
Application,2014,3,Non-adoption,Contact_s26,n/a,n/a,n/a,6
Application,2014,4,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Application,2015,1,Non-adoption,Contact_s26,n/a,n/a,n/a,8
Application,2015,2,Non-adoption,Contact_s26,n/a,n/a,n/a,14
Application,2015,3,Non-adoption,Contact_s26,n/a,n/a,n/a,14
Application,2015,4,Non-adoption,Contact_s26,n/a,n/a,n/a,11
Application,2016,1,Non-adoption,Contact_s26,n/a,n/a,n/a,7
Application,2016,2,Non-adoption,Contact_s26,n/a,n/a,n/a,26
Application,2016,3,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Application,2016,4,Non-adoption,Contact_s26,n/a,n/a,n/a,8
Application,2017,1,Non-adoption,Contact_s26,n/a,n/a,n/a,11
Application,2017,2,Non-adoption,Contact_s26,n/a,n/a,n/a,8
Application,2017,3,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Application,2011,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2011,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2011,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2011,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2012,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2012,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,4
Application,2012,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2012,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2013,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,4
Application,2013,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Application,2013,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2013,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Application,2014,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Application,2014,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,3
Application,2014,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Application,2014,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Application,2015,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,5
Application,2015,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2015,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2015,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Application,2016,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Application,2016,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2016,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Application,2016,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,3
Application,2017,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Application,2017,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Application,2017,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Application,2011,1,Non-Adoption,Change_surname,n/a,n/a,n/a,11
Application,2011,2,Non-Adoption,Change_surname,n/a,n/a,n/a,2
Application,2011,3,Non-Adoption,Change_surname,n/a,n/a,n/a,15
Application,2011,4,Non-Adoption,Change_surname,n/a,n/a,n/a,22
Application,2012,1,Non-Adoption,Change_surname,n/a,n/a,n/a,8
Application,2012,2,Non-Adoption,Change_surname,n/a,n/a,n/a,25
Application,2012,3,Non-Adoption,Change_surname,n/a,n/a,n/a,16
Application,2012,4,Non-Adoption,Change_surname,n/a,n/a,n/a,6
Application,2013,1,Non-Adoption,Change_surname,n/a,n/a,n/a,18
Application,2013,2,Non-Adoption,Change_surname,n/a,n/a,n/a,18
Application,2013,3,Non-Adoption,Change_surname,n/a,n/a,n/a,11
Application,2013,4,Non-Adoption,Change_surname,n/a,n/a,n/a,16
Application,2014,1,Non-Adoption,Change_surname,n/a,n/a,n/a,13
Application,2014,2,Non-Adoption,Change_surname,n/a,n/a,n/a,11
Application,2014,3,Non-Adoption,Change_surname,n/a,n/a,n/a,15
Application,2014,4,Non-Adoption,Change_surname,n/a,n/a,n/a,11
Application,2015,1,Non-Adoption,Change_surname,n/a,n/a,n/a,7
Application,2015,2,Non-Adoption,Change_surname,n/a,n/a,n/a,5
Application,2015,3,Non-Adoption,Change_surname,n/a,n/a,n/a,8
Application,2015,4,Non-Adoption,Change_surname,n/a,n/a,n/a,9
Application,2016,1,Non-Adoption,Change_surname,n/a,n/a,n/a,7
Application,2016,2,Non-Adoption,Change_surname,n/a,n/a,n/a,12
Application,2016,3,Non-Adoption,Change_surname,n/a,n/a,n/a,9
Application,2016,4,Non-Adoption,Change_surname,n/a,n/a,n/a,7
Application,2017,1,Non-Adoption,Change_surname,n/a,n/a,n/a,10
Application,2017,2,Non-Adoption,Change_surname,n/a,n/a,n/a,10
Application,2017,3,Non-Adoption,Change_surname,n/a,n/a,n/a,9
Application,2011,1,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Application,2011,2,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,2
Application,2011,3,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,2
Application,2011,4,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,2
Application,2012,1,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Application,2012,2,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Application,2012,3,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,3
Application,2012,4,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,4
Application,2013,1,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,4
Application,2013,2,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,4
Application,2013,3,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,3
Application,2013,4,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Application,2014,1,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Application,2014,2,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Application,2014,3,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,5
Application,2014,4,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Application,2015,1,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,2
Application,2015,2,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,3
Application,2015,3,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Application,2015,4,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,3
Application,2016,1,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,2
Application,2016,2,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,3
Application,2016,3,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Application,2016,4,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Application,2017,1,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Application,2017,2,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,2
Application,2017,3,Non-Adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Application,2011,1,Non-Adoption,Other_order_type,n/a,n/a,n/a,9
Application,2011,2,Non-Adoption,Other_order_type,n/a,n/a,n/a,4
Application,2011,3,Non-Adoption,Other_order_type,n/a,n/a,n/a,5
Application,2011,4,Non-Adoption,Other_order_type,n/a,n/a,n/a,9
Application,2012,1,Non-Adoption,Other_order_type,n/a,n/a,n/a,3
Application,2012,2,Non-Adoption,Other_order_type,n/a,n/a,n/a,12
Application,2012,3,Non-Adoption,Other_order_type,n/a,n/a,n/a,7
Application,2012,4,Non-Adoption,Other_order_type,n/a,n/a,n/a,5
Application,2013,1,Non-Adoption,Other_order_type,n/a,n/a,n/a,5
Application,2013,2,Non-Adoption,Other_order_type,n/a,n/a,n/a,3
Application,2013,3,Non-Adoption,Other_order_type,n/a,n/a,n/a,8
Application,2013,4,Non-Adoption,Other_order_type,n/a,n/a,n/a,7
Application,2014,1,Non-Adoption,Other_order_type,n/a,n/a,n/a,13
Application,2014,2,Non-Adoption,Other_order_type,n/a,n/a,n/a,18
Application,2014,3,Non-Adoption,Other_order_type,n/a,n/a,n/a,18
Application,2014,4,Non-Adoption,Other_order_type,n/a,n/a,n/a,34
Application,2015,1,Non-Adoption,Other_order_type,n/a,n/a,n/a,13
Application,2015,2,Non-Adoption,Other_order_type,n/a,n/a,n/a,17
Application,2015,3,Non-Adoption,Other_order_type,n/a,n/a,n/a,27
Application,2015,4,Non-Adoption,Other_order_type,n/a,n/a,n/a,13
Application,2016,1,Non-Adoption,Other_order_type,n/a,n/a,n/a,18
Application,2016,2,Non-Adoption,Other_order_type,n/a,n/a,n/a,13
Application,2016,3,Non-Adoption,Other_order_type,n/a,n/a,n/a,14
Application,2016,4,Non-Adoption,Other_order_type,n/a,n/a,n/a,14
Application,2017,1,Non-Adoption,Other_order_type,n/a,n/a,n/a,13
Application,2017,2,Non-Adoption,Other_order_type,n/a,n/a,n/a,15
Application,2017,3,Non-Adoption,Other_order_type,n/a,n/a,n/a,9
Application,2011,1,Non-Adoption,Placement,n/a,n/a,n/a,1494
Application,2011,2,Non-Adoption,Placement,n/a,n/a,n/a,1351
Application,2011,3,Non-Adoption,Placement,n/a,n/a,n/a,1509
Application,2011,4,Non-Adoption,Placement,n/a,n/a,n/a,1467
Application,2012,1,Non-Adoption,Placement,n/a,n/a,n/a,1731
Application,2012,2,Non-Adoption,Placement,n/a,n/a,n/a,1712
Application,2012,3,Non-Adoption,Placement,n/a,n/a,n/a,1837
Application,2012,4,Non-Adoption,Placement,n/a,n/a,n/a,1805
Application,2013,1,Non-Adoption,Placement,n/a,n/a,n/a,1717
Application,2013,2,Non-Adoption,Placement,n/a,n/a,n/a,1891
Application,2013,3,Non-Adoption,Placement,n/a,n/a,n/a,2080
Application,2013,4,Non-Adoption,Placement,n/a,n/a,n/a,1494
Application,2014,1,Non-Adoption,Placement,n/a,n/a,n/a,1296
Application,2014,2,Non-Adoption,Placement,n/a,n/a,n/a,1203
Application,2014,3,Non-Adoption,Placement,n/a,n/a,n/a,1232
Application,2014,4,Non-Adoption,Placement,n/a,n/a,n/a,1215
Application,2015,1,Non-Adoption,Placement,n/a,n/a,n/a,1282
Application,2015,2,Non-Adoption,Placement,n/a,n/a,n/a,1166
Application,2015,3,Non-Adoption,Placement,n/a,n/a,n/a,1373
Application,2015,4,Non-Adoption,Placement,n/a,n/a,n/a,1378
Application,2016,1,Non-Adoption,Placement,n/a,n/a,n/a,1314
Application,2016,2,Non-Adoption,Placement,n/a,n/a,n/a,1393
Application,2016,3,Non-Adoption,Placement,n/a,n/a,n/a,1306
Application,2016,4,Non-Adoption,Placement,n/a,n/a,n/a,1370
Application,2017,1,Non-Adoption,Placement,n/a,n/a,n/a,1503
Application,2017,2,Non-Adoption,Placement,n/a,n/a,n/a,1447
Application,2017,3,Non-Adoption,Placement,n/a,n/a,n/a,1314
Order granted,2011,1,Adoption,Convention,M/F couple,Female,<1 year,0
Order granted,2011,1,Adoption,Convention,M/F couple,Female,1-4 years,0
Order granted,2011,1,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2011,1,Adoption,Convention,M/F couple,Female,10-14 years,0
Order granted,2011,1,Adoption,Convention,M/F couple,Female,15-17 years,0
Order granted,2011,1,Adoption,Convention,M/F couple,Female,Other,0
Order granted,2011,1,Adoption,Foreign,M/F couple,Female,<1 year,0
Order granted,2011,1,Adoption,Foreign,M/F couple,Female,1-4 years,5
Order granted,2011,1,Adoption,Foreign,M/F couple,Female,5-9 years,2
Order granted,2011,1,Adoption,Foreign,M/F couple,Female,10-14 years,2
Order granted,2011,1,Adoption,Foreign,M/F couple,Female,15-17 years,0
Order granted,2011,1,Adoption,Foreign,M/F couple,Female,Other,0
Order granted,2011,1,Adoption,Foreign,M/F couple,Male,<1 year,0
Order granted,2011,1,Adoption,Foreign,M/F couple,Male,1-4 years,14
Order granted,2011,1,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2011,1,Adoption,Foreign,M/F couple,Male,10-14 years,0
Order granted,2011,1,Adoption,Foreign,M/F couple,Male,15-17 years,0
Order granted,2011,1,Adoption,Foreign,M/F couple,Male,Other,0
Order granted,2011,1,Adoption,Foreign,Sole applicant,Female,<1 year,0
Order granted,2011,1,Adoption,Foreign,Sole applicant,Female,1-4 years,2
Order granted,2011,1,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2011,1,Adoption,Foreign,Sole applicant,Female,10-14 years,1
Order granted,2011,1,Adoption,Foreign,Sole applicant,Female,15-17 years,2
Order granted,2011,1,Adoption,Foreign,Sole applicant,Female,Other,0
Order granted,2011,1,Adoption,Foreign,Sole applicant,Male,<1 year,0
Order granted,2011,1,Adoption,Foreign,Sole applicant,Male,1-4 years,4
Order granted,2011,1,Adoption,Foreign,Sole applicant,Male,5-9 years,2
Order granted,2011,1,Adoption,Foreign,Sole applicant,Male,10-14 years,0
Order granted,2011,1,Adoption,Foreign,Sole applicant,Male,15-17 years,2
Order granted,2011,1,Adoption,Foreign,Sole applicant,Male,Other,0
Order granted,2011,1,Adoption,Foreign,Step parent,Female,<1 year,0
Order granted,2011,1,Adoption,Foreign,Step parent,Female,1-4 years,0
Order granted,2011,1,Adoption,Foreign,Step parent,Female,5-9 years,0
Order granted,2011,1,Adoption,Foreign,Step parent,Female,10-14 years,2
Order granted,2011,1,Adoption,Foreign,Step parent,Female,15-17 years,2
Order granted,2011,1,Adoption,Foreign,Step parent,Female,Other,1
Order granted,2011,1,Adoption,Foreign,Step parent,Male,<1 year,0
Order granted,2011,1,Adoption,Foreign,Step parent,Male,1-4 years,0
Order granted,2011,1,Adoption,Foreign,Step parent,Male,5-9 years,1
Order granted,2011,1,Adoption,Foreign,Step parent,Male,10-14 years,0
Order granted,2011,1,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2011,1,Adoption,Foreign,Step parent,Male,Other,0
Order granted,2011,1,Adoption,Standard,M/F couple,Unknown,<1 year,0
Order granted,2011,1,Adoption,Standard,M/F couple,Unknown,1-4 years,0
Order granted,2011,1,Adoption,Standard,M/F couple,Unknown,5-9 years,0
Order granted,2011,1,Adoption,Standard,M/F couple,Unknown,10-14 years,0
Order granted,2011,1,Adoption,Standard,M/F couple,Unknown,15-17 years,0
Order granted,2011,1,Adoption,Standard,M/F couple,Unknown,Other,4
Order granted,2011,1,Adoption,Standard,M/F couple,Female,<1 year,9
Order granted,2011,1,Adoption,Standard,M/F couple,Female,1-4 years,259
Order granted,2011,1,Adoption,Standard,M/F couple,Female,5-9 years,78
Order granted,2011,1,Adoption,Standard,M/F couple,Female,10-14 years,11
Order granted,2011,1,Adoption,Standard,M/F couple,Female,15-17 years,2
Order granted,2011,1,Adoption,Standard,M/F couple,Female,Other,0
Order granted,2011,1,Adoption,Standard,M/F couple,Male,<1 year,14
Order granted,2011,1,Adoption,Standard,M/F couple,Male,1-4 years,277
Order granted,2011,1,Adoption,Standard,M/F couple,Male,5-9 years,58
Order granted,2011,1,Adoption,Standard,M/F couple,Male,10-14 years,5
Order granted,2011,1,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2011,1,Adoption,Standard,M/F couple,Male,Other,0
Order granted,2011,1,Adoption,Standard,Other or not stated,Unknown,<1 year,0
Order granted,2011,1,Adoption,Standard,Other or not stated,Unknown,1-4 years,0
Order granted,2011,1,Adoption,Standard,Other or not stated,Unknown,5-9 years,0
Order granted,2011,1,Adoption,Standard,Other or not stated,Unknown,10-14 years,0
Order granted,2011,1,Adoption,Standard,Other or not stated,Unknown,15-17 years,0
Order granted,2011,1,Adoption,Standard,Other or not stated,Unknown,Other,7
Order granted,2011,1,Adoption,Standard,Same sex couple,Female,<1 year,0
Order granted,2011,1,Adoption,Standard,Same sex couple,Female,1-4 years,11
Order granted,2011,1,Adoption,Standard,Same sex couple,Female,5-9 years,1
Order granted,2011,1,Adoption,Standard,Same sex couple,Female,10-14 years,2
Order granted,2011,1,Adoption,Standard,Same sex couple,Female,15-17 years,0
Order granted,2011,1,Adoption,Standard,Same sex couple,Female,Other,0
Order granted,2011,1,Adoption,Standard,Same sex couple,Male,<1 year,0
Order granted,2011,1,Adoption,Standard,Same sex couple,Male,1-4 years,22
Order granted,2011,1,Adoption,Standard,Same sex couple,Male,5-9 years,8
Order granted,2011,1,Adoption,Standard,Same sex couple,Male,10-14 years,0
Order granted,2011,1,Adoption,Standard,Same sex couple,Male,15-17 years,0
Order granted,2011,1,Adoption,Standard,Same sex couple,Male,Other,0
Order granted,2011,1,Adoption,Standard,Sole applicant,Unknown,<1 year,0
Order granted,2011,1,Adoption,Standard,Sole applicant,Unknown,1-4 years,0
Order granted,2011,1,Adoption,Standard,Sole applicant,Unknown,5-9 years,0
Order granted,2011,1,Adoption,Standard,Sole applicant,Unknown,10-14 years,0
Order granted,2011,1,Adoption,Standard,Sole applicant,Unknown,15-17 years,0
Order granted,2011,1,Adoption,Standard,Sole applicant,Unknown,Other,1
Order granted,2011,1,Adoption,Standard,Sole applicant,Female,<1 year,1
Order granted,2011,1,Adoption,Standard,Sole applicant,Female,1-4 years,41
Order granted,2011,1,Adoption,Standard,Sole applicant,Female,5-9 years,34
Order granted,2011,1,Adoption,Standard,Sole applicant,Female,10-14 years,12
Order granted,2011,1,Adoption,Standard,Sole applicant,Female,15-17 years,3
Order granted,2011,1,Adoption,Standard,Sole applicant,Female,Other,1
Order granted,2011,1,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2011,1,Adoption,Standard,Sole applicant,Male,1-4 years,32
Order granted,2011,1,Adoption,Standard,Sole applicant,Male,5-9 years,29
Order granted,2011,1,Adoption,Standard,Sole applicant,Male,10-14 years,17
Order granted,2011,1,Adoption,Standard,Sole applicant,Male,15-17 years,4
Order granted,2011,1,Adoption,Standard,Sole applicant,Male,Other,0
Order granted,2011,1,Adoption,Standard,Step parent,Female,<1 year,1
Order granted,2011,1,Adoption,Standard,Step parent,Female,1-4 years,8
